Mary	F	36642	1913
Mildred	F	9921	1913
John	M	29329	1913
George	M	13874	1913
Mary	F	45345	1914
Anna	F	11865	1914
John	M	37948	1914
George	M	17603	1914
Mary	F	58187	1915
Mildred	F	15254	1915
John	M	47576	1915
George	M	22307	1915
Mary	F	61438	1916
Mildred	F	15633	1916
John	M	50043	1916
Charles	M	23611	1916
Mary	F	64281	1917
Mildred	F	16257	1917
John	M	51853	1917
George	M	24196	1917
Mary	F	67366	1918
Mildred	F	17258	1918
John	M	56558	1918
George	M	26318	1918
Mary	F	65838	1919
Mildred	F	17300	1919
John	M	53528	1919
George	M	25172	1919
Mary	F	70982	1920
Mildred	F	18059	1920
John	M	56913	1920
George	M	26892	1920
Mary	F	73985	1921
Virginia	F	19033	1921
John	M	58217	1921
George	M	27476	1921
Mary	F	72173	1922
Betty	F	20895	1922
John	M	57277	1922
George	M	27351	1922
Mary	F	71638	1923
Ruth	F	23638	1923
John	M	57470	1923
George	M	27021	1923
Mary	F	73534	1924
Ruth	F	23600	1924
Robert	M	60801	1924
George	M	27375	1924
Mary	F	70591	1925
Ruth	F	22248	1925
Robert	M	60897	1925
George	M	26566	1925
Mary	F	67832	1926
Ruth	F	20223	1926
Robert	M	61130	1926
George	M	25904	1926
Mary	F	70639	1927
Ruth	F	19414	1927
Robert	M	61669	1927
Richard	M	26771	1927
Mary	F	66872	1928
Ruth	F	17858	1928
Robert	M	60699	1928
Richard	M	28794	1928
Mary	F	63508	1929
Doris	F	16496	1929
Robert	M	59798	1929
Richard	M	29569	1929
Mary	F	64146	1930
Barbara	F	18281	1930
Robert	M	62149	1930
Charles	M	31871	1930
Mary	F	60296	1931
Helen	F	17661	1931
Robert	M	60508	1931
Charles	M	29924	1931
Mary	F	59874	1932
Patricia	F	17989	1932
Robert	M	59266	1932
Charles	M	31095	1932
Mary	F	55509	1933
Patricia	F	18631	1933
Robert	M	54218	1933
Charles	M	28988	1933
Mary	F	56929	1934
Patricia	F	20845	1934
Robert	M	55829	1934
Donald	M	30409	1934
Mary	F	55069	1935
Dorothy	F	19404	1935
Robert	M	56524	1935
Charles	M	29983	1935
Mary	F	54372	1936
Dorothy	F	17669	1936
Robert	M	58492	1936
Charles	M	29084	1936
Mary	F	55645	1937
Carol	F	17336	1937
Robert	M	61835	1937
Charles	M	30524	1937
Mary	F	56215	1938
Carol	F	19424	1938
Robert	M	62268	1938
Charles	M	31138	1938
Mary	F	54901	1939
Carol	F	20166	1939
Robert	M	59645	1939
Charles	M	30787	1939
Mary	F	56203	1940
Carol	F	21761	1940
James	M	62473	1940
Charles	M	31684	1940
Mary	F	58040	1941
Judith	F	23316	1941
James	M	66736	1941
Charles	M	32732	1941
Mary	F	63254	1942
Sandra	F	24993	1942
James	M	77176	1942
David	M	35894	1942
Mary	F	66169	1943
Sandra	F	25988	1943
James	M	80261	1943
David	M	37236	1943
Mary	F	62467	1944
Sandra	F	26023	1944
James	M	76951	1944
David	M	37381	1944
Mary	F	59283	1945
Sandra	F	24701	1945
James	M	74449	1945
David	M	37098	1945
Mary	F	67467	1946
Sandra	F	31692	1946
James	M	87436	1946
David	M	46439	1946
Linda	F	99689	1947
Carol	F	33539	1947
James	M	94757	1947
David	M	57806	1947
Linda	F	96211	1948
Sandra	F	31060	1948
James	M	88584	1948
Michael	M	52564	1948
Linda	F	91016	1949
Sandra	F	30642	1949
James	M	86857	1949
David	M	59601	1949
Linda	F	80431	1950
Nancy	F	29616	1950
James	M	86224	1950
William	M	60689	1950
Linda	F	73978	1951
Susan	F	40228	1951
James	M	87261	1951
William	M	62782	1951
Linda	F	67082	1952
Barbara	F	39865	1952
James	M	87063	1952
William	M	63047	1952
Mary	F	64379	1953
Barbara	F	38472	1953
Robert	M	86256	1953
William	M	61840	1953
Mary	F	68007	1954
Debra	F	45890	1954
Michael	M	88528	1954
William	M	61417	1954
Mary	F	63165	1955
Patricia	F	46217	1955
Michael	M	88327	1955
William	M	59958	1955
Mary	F	61756	1956
Patricia	F	43342	1956
Michael	M	90656	1956
William	M	58957	1956
Mary	F	61094	1957
Deborah	F	40071	1957
Michael	M	92704	1957
William	M	56829	1957
Mary	F	55857	1958
Debra	F	35517	1958
Michael	M	90517	1958
William	M	54195	1958
Mary	F	54474	1959
Patricia	F	35220	1959
Michael	M	85251	1959
Mark	M	56909	1959
Mary	F	51475	1960
Lisa	F	33702	1960
David	M	85929	1960
Mark	M	58728	1960
Mary	F	47680	1961
Patricia	F	28868	1961
Michael	M	86917	1961
Mark	M	57767	1961
Lisa	F	46078	1962
Patricia	F	26536	1962
Michael	M	85034	1962
Mark	M	53504	1962
Lisa	F	56040	1963
Donna	F	25399	1963
Michael	M	83782	1963
Mark	M	49350	1963
Lisa	F	54275	1964
Kimberly	F	24128	1964
Michael	M	82646	1964
Mark	M	45269	1964
Lisa	F	60269	1965
Patricia	F	23554	1965
Michael	M	81021	1965
William	M	40127	1965
Lisa	F	56914	1966
Susan	F	23773	1966
Michael	M	79990	1966
William	M	38253	1966
Lisa	F	52435	1967
Karen	F	21540	1967
Michael	M	82436	1967
William	M	37619	1967
Lisa	F	49532	1968
Mary	F	21725	1968
Michael	M	82008	1968
William	M	36956	1968
Lisa	F	45029	1969
Amy	F	21464	1969
Michael	M	85203	1969
William	M	37629	1969
Jennifer	F	46157	1970
Angela	F	24927	1970
Michael	M	85302	1970
Christopher	M	41772	1970
Jennifer	F	56783	1971
Angela	F	25896	1971
Michael	M	77594	1971
Christopher	M	48234	1971
Jennifer	F	63603	1972
Angela	F	23556	1972
Michael	M	71405	1972
Robert	M	43037	1972
Jennifer	F	62447	1973
Melissa	F	22480	1973
Michael	M	67847	1973
John	M	39176	1973
Jennifer	F	63114	1974
Kimberly	F	22419	1974
Michael	M	67578	1974
John	M	37638	1974
Jennifer	F	58183	1975
Michelle	F	22665	1975
Michael	M	68454	1975
Robert	M	35335	1975
Jennifer	F	59474	1976
Michelle	F	19555	1976
Michael	M	66954	1976
John	M	34006	1976
Jennifer	F	58964	1977
Angela	F	20996	1977
Michael	M	67616	1977
John	M	34227	1977
Jennifer	F	56321	1978
Amanda	F	20517	1978
Michael	M	67158	1978
Matthew	M	34310	1978
Jennifer	F	56717	1979
Sarah	F	21018	1979
Michael	M	67739	1979
Matthew	M	35657	1979
Jennifer	F	58375	1980
Heather	F	19975	1980
Michael	M	68696	1980
Matthew	M	37855	1980
Jennifer	F	57049	1981
Amy	F	20343	1981
Michael	M	68763	1981
Joshua	M	39054	1981
Jennifer	F	57117	1982
Nicole	F	21707	1982
Michael	M	68235	1982
James	M	38875	1982
Jennifer	F	54346	1983
Melissa	F	23473	1983
Michael	M	68000	1983
James	M	36354	1983
Jennifer	F	50559	1984
Stephanie	F	23021	1984
Michael	M	67741	1984
Daniel	M	36533	1984
Jessica	F	48347	1985
Stephanie	F	23239	1985
Michael	M	64912	1985
David	M	38521	1985
Jessica	F	52677	1986
Stephanie	F	22647	1986
Michael	M	64208	1986
Daniel	M	36574	1986
Jessica	F	55994	1987
Stephanie	F	22398	1987
Michael	M	63655	1987
Andrew	M	36206	1987
Jessica	F	51543	1988
Brittany	F	26815	1988
Michael	M	64143	1988
David	M	35314	1988
Jessica	F	47884	1989
Samantha	F	24792	1989
Michael	M	65389	1989
Daniel	M	35001	1989
Jessica	F	46475	1990
Sarah	F	25817	1990
Michael	M	65290	1990
David	M	33743	1990
Ashley	F	43478	1991
Sarah	F	25225	1991
Michael	M	60785	1991
Daniel	M	30917	1991
Ashley	F	38453	1992
Samantha	F	24409	1992
Michael	M	54392	1992
Brandon	M	29622	1992
Jessica	F	34987	1993
Brittany	F	21724	1993
Michael	M	49549	1993
Brandon	M	28731	1993
Jessica	F	32117	1994
Taylor	F	20733	1994
Michael	M	44469	1994
Brandon	M	29487	1994
Jessica	F	27938	1995
Taylor	F	20425	1995
Michael	M	41402	1995
Nicholas	M	29156	1995
Emily	F	25151	1996
Taylor	F	19152	1996
Michael	M	38364	1996
Nicholas	M	27720	1996
Emily	F	25732	1997
Samantha	F	20169	1997
Michael	M	37549	1997
Nicholas	M	27257	1997
Emily	F	26182	1998
Alexis	F	19778	1998
Michael	M	36615	1998
Nicholas	M	26634	1998
Emily	F	26539	1999
Ashley	F	18136	1999
Jacob	M	35363	1999
Christopher	M	25603	1999
Emily	F	25956	2000
Alexis	F	17629	2000
Jacob	M	34477	2000
Nicholas	M	24652	2000
Emily	F	25057	2001
Sarah	F	15899	2001
Jacob	M	32545	2001
Nicholas	M	22845	2001
Emily	F	24464	2002
Ashley	F	15344	2002
Jacob	M	30574	2002
Andrew	M	22019	2002
Emily	F	25691	2003
Abigail	F	15928	2003
Jacob	M	29638	2003
Joseph	M	21367	2003
Emily	F	25037	2004
Abigail	F	15426	2004
Jacob	M	27881	2004
Andrew	M	21703	2004
Emily	F	23940	2005
Isabella	F	15186	2005
Jacob	M	25833	2005
Andrew	M	20730	2005
Emily	F	21404	2006
Abigail	F	15628	2006
Jacob	M	24845	2006
Daniel	M	20065	2006
Emily	F	19355	2007
Sophia	F	17024	2007
Jacob	M	24282	2007
Christopher	M	20018	2007
Emma	F	18813	2008
Madison	F	17032	2008
Jacob	M	22594	2008
Alexander	M	18697	2008
Isabella	F	22306	2009
Emily	F	15352	2009
Jacob	M	21175	2009
Joshua	M	17650	2009
Isabella	F	22913	2010
Emily	F	14274	2010
Jacob	M	22127	2010
Alexander	M	16756	2010
Sophia	F	21842	2011
Emily	F	14258	2011
Jacob	M	20371	2011
Michael	M	16795	2011
Sophia	F	22313	2012
Emily	F	13649	2012
Jacob	M	19074	2012
Liam	M	16804	2012
Sophia	F	21223	2013
Mia	F	13152	2013
Noah	M	18257	2013
Ethan	M	16241	2013
Emma	F	20936	2014
Mia	F	13512	2014
Noah	M	19305	2014
Ethan	M	15724	2014
Emma	F	20455	2015
Mia	F	14905	2015
Noah	M	19635	2015
Ethan	M	15077	2015
Emma	F	19496	2016
Mia	F	14428	2016
Noah	M	19117	2016
Benjamin	M	14641	2016
Emma	F	19800	2017
Mia	F	13470	2017
Liam	M	18798	2017
Benjamin	M	13797	2017
Emma	F	18688	2018
Charlotte	F	12940	2018
Liam	M	19837	2018
Benjamin	M	13381	2018
