Sharon	F	26142	1948
William	M	61965	1948
Charles	M	38676	1948
Barbara	F	42601	1949
Kathleen	F	26354	1949
William	M	61501	1949
Charles	M	40042	1949
Barbara	F	41552	1950
Carol	F	26164	1950
Michael	M	65144	1950
Charles	M	39102	1950
Deborah	F	42052	1951
Sandra	F	27667	1951
Michael	M	72797	1951
Charles	M	39397	1951
Deborah	F	49814	1952
Debra	F	26832	1952
Michael	M	79049	1952
Charles	M	38869	1952
Patricia	F	51018	1953
Karen	F	29853	1953
John	M	80190	1953
Charles	M	38434	1953
Patricia	F	49146	1954
Nancy	F	30264	1954
John	M	81165	1954
Gary	M	37919	1954
Debra	F	50556	1955
Nancy	F	30017	1955
Robert	M	83703	1955
Mark	M	42222	1955
Deborah	F	47837	1956
Barbara	F	32298	1956
David	M	81624	1956
Thomas	M	44818	1956
Debra	F	42737	1957
Barbara	F	29687	1957
Robert	M	81717	1957
Thomas	M	44572	1957
Karen	F	38463	1958
Barbara	F	27875	1958
Robert	M	77272	1958
Thomas	M	42064	1958
Karen	F	36776	1959
Deborah	F	29552	1959
John	M	76407	1959
Thomas	M	40276	1959
Karen	F	36380	1960
Cynthia	F	26723	1960
John	M	76093	1960
Thomas	M	39273	1960
Linda	F	35579	1961
Sandra	F	24144	1961
James	M	75924	1961
Thomas	M	37551	1961
Karen	F	35184	1962
Deborah	F	22894	1962
James	M	72555	1962
Thomas	M	36524	1962
Karen	F	32485	1963
Sandra	F	21619	1963
James	M	71322	1963
Thomas	M	35503	1963
Karen	F	30247	1964
Cynthia	F	20320	1964
James	M	73037	1964
Thomas	M	34451	1964
Kimberly	F	28830	1965
Cynthia	F	19248	1965
James	M	67701	1965
Thomas	M	31623	1965
Michelle	F	27151	1966
Angela	F	18530	1966
John	M	65032	1966
Jeffrey	M	30202	1966
Mary	F	25313	1967
Melissa	F	18379	1967
John	M	61618	1967
Christopher	M	29426	1967
Jennifer	F	26852	1968
Karen	F	19558	1968
James	M	60693	1968
Christopher	M	31459	1968
Kimberly	F	33077	1969
Tammy	F	19051	1969
John	M	58771	1969
Brian	M	31687	1969
Michelle	F	34050	1970
Mary	F	19203	1970
John	M	58525	1970
Mark	M	31492	1970
Kimberly	F	30696	1971
Mary	F	16697	1971
John	M	51518	1971
Brian	M	32637	1971
Kimberly	F	26290	1972
Heather	F	16321	1972
David	M	46366	1972
William	M	30529	1972
Kimberly	F	23533	1973
Stephanie	F	17263	1973
James	M	42889	1973
William	M	28021	1973
Heather	F	23181	1974
Stephanie	F	16983	1974
David	M	41815	1974
Matthew	M	27224	1974
Melissa	F	24165	1975
Stephanie	F	15774	1975
James	M	39591	1975
Matthew	M	28550	1975
Heather	F	24198	1976
Lisa	F	17351	1976
David	M	39294	1976
Matthew	M	29981	1976
Jessica	F	24843	1977
Amanda	F	18280	1977
David	M	40543	1977
Matthew	M	31973	1977
Amy	F	23212	1978
Michelle	F	18860	1978
David	M	40704	1978
Brian	M	29451	1978
Jessica	F	27776	1979
Nicole	F	19511	1979
David	M	42078	1979
Joshua	M	31137	1979
Melissa	F	31636	1980
Elizabeth	F	19528	1980
David	M	41925	1980
Robert	M	34280	1980
Sarah	F	28173	1981
Elizabeth	F	20173	1981
Jason	M	41931	1981
Robert	M	34406	1981
Sarah	F	28484	1982
Crystal	F	19104	1982
Jason	M	40632	1982
Robert	M	34425	1982
Ashley	F	33293	1983
Heather	F	20746	1983
David	M	39199	1983
John	M	33153	1983
Amanda	F	33908	1984
Heather	F	21492	1984
Joshua	M	40262	1984
Robert	M	31773	1984
Amanda	F	39052	1985
Elizabeth	F	20541	1985
Joshua	M	42195	1985
John	M	31500	1985
Jennifer	F	36185	1986
Heather	F	19792	1986
Joshua	M	37542	1986
Robert	M	31349	1986
Jennifer	F	32703	1987
Heather	F	18979	1987
Joshua	M	40000	1987
Justin	M	31492	1987
Sarah	F	28368	1988
Nicole	F	20311	1988
Joshua	M	42651	1988
James	M	32510	1988
Amanda	F	36827	1989
Lauren	F	21063	1989
Joshua	M	44091	1989
James	M	32703	1989
Amanda	F	34408	1990
Elizabeth	F	20744	1990
Joshua	M	43219	1990
Justin	M	30641	1990
Amanda	F	28893	1991
Elizabeth	F	20392	1991
Joshua	M	41218	1991
Joseph	M	29834	1991
Brittany	F	24977	1992
Elizabeth	F	19032	1992
Joshua	M	36215	1992
James	M	28503	1992
Samantha	F	23668	1993
Elizabeth	F	17557	1993
Joshua	M	33581	1993
Jacob	M	27484	1993
Samantha	F	22820	1994
Elizabeth	F	16782	1994
Joshua	M	31372	1994
Nicholas	M	27762	1994
Samantha	F	21644	1995
Amanda	F	16351	1995
Jacob	M	31129	1995
Daniel	M	26722	1995
Sarah	F	21040	1996
Rachel	F	16117	1996
Christopher	M	30901	1996
Austin	M	25660	1996
Sarah	F	20707	1997
Elizabeth	F	15423	1997
Christopher	M	29105	1997
Austin	M	25117	1997
Sarah	F	19884	1998
Madison	F	17787	1998
Joshua	M	28089	1998
Andrew	M	23658	1998
Sarah	F	19104	1999
Jessica	F	16348	1999
Joshua	M	27258	1999
Daniel	M	22694	1999
Ashley	F	17997	2000
Elizabeth	F	15099	2000
Joshua	M	27537	2000
Daniel	M	22319	2000
Ashley	F	16527	2001
Elizabeth	F	14786	2001
Joshua	M	26015	2001
Daniel	M	20989	2001
Emma	F	16540	2002
Samantha	F	14666	2002
Matthew	M	25153	2002
Nicholas	M	21390	2002
Hannah	F	17637	2003
Elizabeth	F	14103	2003
Matthew	M	24001	2003
Christopher	M	20749	2003
Olivia	F	16105	2004
Samantha	F	13783	2004
Matthew	M	22874	2004
Joseph	M	20125	2004
Abigail	F	15749	2005
Ava	F	13605	2005
Matthew	M	21468	2005
Joseph	M	19217	2005
Isabella	F	18225	2006
Sophia	F	13501	2006
Ethan	M	20514	2006
Anthony	M	19404	2006
Ava	F	18051	2007
Hannah	F	13312	2007
Joshua	M	20655	2007
Matthew	M	18739	2007
Olivia	F	17081	2008
Elizabeth	F	12008	2008
Joshua	M	19205	2008
Christopher	M	17947	2008
Sophia	F	16944	2009
Chloe	F	11909	2009
Alexander	M	18234	2009
Noah	M	17247	2009
Olivia	F	17028	2010
Chloe	F	11754	2010
Jayden	M	17179	2010
Aiden	M	15538	2010
Olivia	F	17322	2011
Mia	F	11530	2011
Jayden	M	16992	2011
Aiden	M	15496	2011
Olivia	F	17316	2012
Madison	F	11397	2012
Noah	M	17353	2012
Alexander	M	15237	2012
Isabella	F	17642	2013
Madison	F	10596	2013
Mason	M	17699	2013
Jayden	M	14766	2013
Isabella	F	17089	2014
Madison	F	10320	2014
Jacob	M	16883	2014
James	M	14431	2014
Ava	F	16378	2015
Charlotte	F	11398	2015
Jacob	M	15949	2015
Michael	M	14431	2015
Sophia	F	16128	2016
Emily	F	10972	2016
Mason	M	15244	2016
Elijah	M	13902	2016
Isabella	F	15180	2017
Evelyn	F	10712	2017
James	M	14291	2017
Oliver	M	13193	2017
Isabella	F	14464	2018
Harper	F	10582	2018
James	M	13525	2018
Mason	M	12435	2018
